record_id,date,site,process,shift,records_processed,processing_time_min,errors_found,downtime_min,quality_score,sla_threshold_min,sla_met,error_rate_pct,quality_flag
100140,2026-03-21,Bengaluru,Data Intake,Morning,442,44.86,1,11.9,92.7,35,No,0.226,SLA Breach
100756,2026-03-21,Bengaluru,Enrichment,Morning,168,39.99,4,9.8,94.76,65,Yes,2.381,High Error Rate
101039,2026-03-21,Bengaluru,Enrichment,Evening,146,53.86,9,0.0,95.25,65,Yes,6.164,High Error Rate
103356,2026-03-21,Bengaluru,Enrichment,Morning,326,78.1,6,4.7,96.62,65,No,1.84,SLA Breach
103624,2026-03-21,Bengaluru,Enrichment,Evening,462,41.17,5,2.6,98.49,65,Yes,1.082,Normal
100298,2026-03-21,Bengaluru,Publishing,Morning,427,44.19,3,16.1,96.35,30,No,0.703,SLA Breach
102841,2026-03-21,Bengaluru,Publishing,Morning,474,24.22,9,9.2,99.06,30,Yes,1.899,Normal
105084,2026-03-21,Bengaluru,Validation,Morning,246,57.58,3,27.2,93.6,55,No,1.22,SLA Breach
101418,2026-03-21,Chennai,Data Intake,Evening,181,20.71,3,18.3,100.0,35,Yes,1.657,Normal
100121,2026-03-21,Chennai,Enrichment,Morning,387,88.14,5,20.4,92.15,65,No,1.292,SLA Breach
100285,2026-03-21,Chennai,Enrichment,Morning,290,37.3,5,0.0,95.36,65,Yes,1.724,Normal
102078,2026-03-21,Chennai,Enrichment,Night,340,74.59,2,0.0,96.33,65,No,0.588,SLA Breach
103744,2026-03-21,Chennai,Enrichment,Night,394,41.17,2,41.9,91.27,65,Yes,0.508,Normal
103860,2026-03-21,Chennai,Enrichment,Night,384,43.46,5,0.0,90.22,65,Yes,1.302,Normal
104028,2026-03-21,Chennai,Enrichment,Morning,491,120.29,5,4.6,93.46,65,No,1.018,SLA Breach
102954,2026-03-21,Chennai,Publishing,Evening,444,47.11,3,0.0,96.94,30,No,0.676,SLA Breach
103081,2026-03-21,Chennai,Publishing,Night,377,10.52,9,12.9,94.2,30,Yes,2.387,High Error Rate
103125,2026-03-21,Chennai,Publishing,Evening,183,46.07,8,10.5,94.91,30,No,4.372,High Error Rate
105686,2026-03-21,Chennai,Publishing,Morning,374,30.1,5,0.0,96.12,30,No,1.337,SLA Breach
100082,2026-03-21,Chennai,Validation,Evening,389,38.7,3,4.4,95.16,55,Yes,0.771,Normal
105803,2026-03-21,Chennai,Validation,Night,444,51.85,2,7.8,94.5,55,Yes,0.45,Normal
100004,2026-03-21,Hyderabad,Data Intake,Night,497,29.42,5,11.9,93.08,35,Yes,1.006,Normal
101220,2026-03-21,Hyderabad,Quality Review,Evening,353,69.62,3,0.0,90.3,60,No,0.85,SLA Breach
102916,2026-03-21,Hyderabad,Quality Review,Morning,222,73.6,9,2.4,97.12,60,No,4.054,High Error Rate
104765,2026-03-21,Hyderabad,Quality Review,Evening,419,29.0,8,0.2,97.59,60,Yes,1.909,Normal
104878,2026-03-21,Hyderabad,Validation,Evening,376,39.42,6,0.0,90.96,55,Yes,1.596,Normal
105521,2026-03-21,Hyderabad,Validation,Night,321,50.43,3,13.1,96.96,55,Yes,0.935,Normal
102565,2026-03-21,Pune,Data Intake,Evening,381,23.89,6,6.6,96.06,35,Yes,1.575,Normal
103104,2026-03-21,Pune,Enrichment,Morning,423,102.66,4,6.6,95.83,65,No,0.946,SLA Breach
103551,2026-03-21,Pune,Enrichment,Evening,633,27.22,5,19.5,95.27,65,Yes,0.79,Normal
101992,2026-03-21,Pune,Quality Review,Morning,297,68.14,7,2.7,88.05,60,No,2.357,Low Quality Score
102135,2026-03-21,Pune,Quality Review,Morning,510,34.37,2,25.6,88.57,60,Yes,0.392,Low Quality Score
100030,2026-03-22,Bengaluru,Data Intake,Evening,584,46.81,4,0.0,93.58,35,No,0.685,SLA Breach
104545,2026-03-22,Bengaluru,Data Intake,Morning,617,25.05,4,23.1,93.94,35,Yes,0.648,Normal
100923,2026-03-22,Bengaluru,Enrichment,Morning,370,29.67,5,2.5,98.42,65,Yes,1.351,Normal
104004,2026-03-22,Bengaluru,Enrichment,Morning,99,55.15,5,9.2,94.08,65,Yes,5.051,High Error Rate
104529,2026-03-22,Bengaluru,Enrichment,Evening,563,71.15,4,30.7,97.25,65,No,0.71,SLA Breach
100935,2026-03-22,Bengaluru,Publishing,Morning,318,45.1,4,9.6,92.13,30,No,1.258,SLA Breach
102157,2026-03-22,Bengaluru,Publishing,Evening,445,16.07,5,27.4,97.02,30,Yes,1.124,Normal
101643,2026-03-22,Bengaluru,Quality Review,Evening,311,25.56,6,22.6,91.75,60,Yes,1.929,Normal
105629,2026-03-22,Bengaluru,Quality Review,Evening,305,48.02,6,24.5,94.26,60,Yes,1.967,Normal
100047,2026-03-22,Bengaluru,Validation,Morning,259,55.34,4,0.0,93.17,55,No,1.544,SLA Breach
102521,2026-03-22,Bengaluru,Validation,Evening,195,64.55,5,0.0,94.29,55,No,2.564,High Error Rate
103556,2026-03-22,Bengaluru,Validation,Night,430,52.12,5,29.0,87.92,55,Yes,1.163,Low Quality Score
104942,2026-03-22,Bengaluru,Validation,Evening,222,61.08,6,19.7,100.0,55,No,2.703,High Error Rate
105344,2026-03-22,Bengaluru,Validation,Morning,131,35.42,10,6.7,90.99,55,Yes,7.634,High Error Rate
101263,2026-03-22,Chennai,Data Intake,Night,388,28.16,0,11.7,93.95,35,Yes,0.0,Normal
105095,2026-03-22,Chennai,Data Intake,Morning,482,48.78,5,28.8,94.41,35,No,1.037,SLA Breach
100267,2026-03-22,Chennai,Enrichment,Morning,359,44.14,5,40.6,93.32,65,Yes,1.393,Normal
102860,2026-03-22,Chennai,Enrichment,Evening,557,45.86,3,2.4,93.37,65,Yes,0.539,Normal
100186,2026-03-22,Chennai,Publishing,Evening,385,28.96,2,0.0,95.42,30,Yes,0.519,Normal
101293,2026-03-22,Chennai,Publishing,Morning,442,37.45,2,5.9,89.26,30,No,0.452,Low Quality Score
102735,2026-03-22,Chennai,Publishing,Night,283,43.16,7,26.4,93.2,30,No,2.473,High Error Rate
103489,2026-03-22,Chennai,Publishing,Evening,526,19.6,7,26.7,93.26,30,Yes,1.331,Normal
100219,2026-03-22,Chennai,Quality Review,Morning,463,58.62,5,0.0,96.12,60,Yes,1.08,Normal
103601,2026-03-22,Chennai,Quality Review,Night,95,21.84,7,20.0,87.16,60,Yes,7.368,Low Quality Score
103616,2026-03-22,Chennai,Quality Review,Morning,584,74.7,2,0.0,92.91,60,No,0.342,SLA Breach
103812,2026-03-22,Chennai,Quality Review,Evening,394,35.29,6,12.6,100.0,60,Yes,1.523,Normal
100800,2026-03-22,Chennai,Validation,Night,112,20.33,4,23.6,95.31,55,Yes,3.571,High Error Rate
103814,2026-03-22,Chennai,Validation,Morning,412,26.29,6,27.4,94.44,55,Yes,1.456,Normal
100689,2026-03-22,Hyderabad,Data Intake,Morning,319,33.26,5,4.3,98.94,35,Yes,1.567,Normal
104297,2026-03-22,Hyderabad,Enrichment,Morning,435,60.49,10,15.1,94.48,65,Yes,2.299,High Error Rate
101729,2026-03-22,Hyderabad,Quality Review,Night,403,51.52,3,32.7,93.25,60,Yes,0.744,Normal
103780,2026-03-22,Hyderabad,Quality Review,Morning,267,26.54,7,21.3,97.25,60,Yes,2.622,High Error Rate
104094,2026-03-22,Hyderabad,Quality Review,Evening,192,54.68,3,16.7,91.25,60,Yes,1.562,Normal
100869,2026-03-22,Hyderabad,Unknown,Morning,444,28.18,5,5.4,96.62,35,Yes,1.126,Normal
102802,2026-03-22,Hyderabad,Validation,Night,329,33.64,7,5.7,91.01,55,Yes,2.128,High Error Rate
105172,2026-03-22,Hyderabad,Validation,Night,402,45.93,2,0.0,95.26,55,Yes,0.498,Normal
102146,2026-03-22,Pune,Quality Review,Night,472,55.91,4,0.0,87.62,60,Yes,0.847,Low Quality Score
104465,2026-03-22,Pune,Quality Review,Morning,641,45.28,6,0.0,100.0,60,Yes,0.936,Normal
104416,2026-03-22,Pune,Validation,Evening,558,54.68,10,17.1,94.71,55,Yes,1.792,Normal
105534,2026-03-22,Pune,Validation,Morning,308,40.11,5,18.3,97.31,55,Yes,1.623,Normal
101184,2026-03-23,Bengaluru,Data Intake,Morning,306,31.76,0,0.0,94.82,35,Yes,0.0,Normal
102243,2026-03-23,Bengaluru,Enrichment,Morning,462,41.2,4,8.3,95.71,65,Yes,0.866,Normal
102217,2026-03-23,Bengaluru,Publishing,Morning,599,15.14,4,0.0,100.0,30,Yes,0.668,Normal
103453,2026-03-23,Bengaluru,Quality Review,Evening,366,49.16,4,2.3,91.51,60,Yes,1.093,Normal
104047,2026-03-23,Bengaluru,Quality Review,Evening,552,30.41,4,24.9,92.3,60,Yes,0.725,Normal
105178,2026-03-23,Bengaluru,Quality Review,Night,216,62.57,3,17.0,85.5,60,No,1.389,Low Quality Score
101373,2026-03-23,Bengaluru,Unknown,Night,615,84.85,4,18.8,97.6,35,No,0.65,SLA Breach
104759,2026-03-23,Bengaluru,Validation,Evening,644,79.41,12,18.6,92.39,55,No,1.863,SLA Breach
101057,2026-03-23,Chennai,Data Intake,Night,229,31.24,5,0.0,97.33,35,Yes,2.183,High Error Rate
103587,2026-03-23,Chennai,Data Intake,Morning,138,9.91,3,37.4,93.68,35,Yes,2.174,High Error Rate
104322,2026-03-23,Chennai,Data Intake,Evening,233,29.23,1,3.6,94.01,35,Yes,0.429,Normal
102047,2026-03-23,Chennai,Publishing,Morning,137,30.05,5,0.0,99.81,30,No,3.65,High Error Rate
103143,2026-03-23,Chennai,Publishing,Night,606,16.45,5,21.0,97.28,30,Yes,0.825,Normal
104444,2026-03-23,Chennai,Publishing,Evening,625,27.89,5,0.0,97.21,30,Yes,0.8,Normal
100020,2026-03-23,Chennai,Quality Review,Morning,510,65.39,3,0.0,94.87,60,No,0.588,SLA Breach
104106,2026-03-23,Chennai,Quality Review,Morning,519,25.97,10,9.9,90.14,60,Yes,1.927,Normal
104144,2026-03-23,Chennai,Quality Review,Night,616,58.85,4,5.1,92.21,60,Yes,0.649,Normal
104227,2026-03-23,Chennai,Quality Review,Morning,576,60.26,4,0.5,91.32,60,No,0.694,SLA Breach
101331,2026-03-23,Chennai,Validation,Morning,484,74.17,4,0.0,93.94,55,No,0.826,SLA Breach
105607,2026-03-23,Chennai,Validation,Evening,558,51.61,4,12.3,94.33,55,Yes,0.717,Normal
100214,2026-03-23,Hyderabad,Data Intake,Evening,630,29.71,4,12.6,96.13,35,Yes,0.635,Normal
101092,2026-03-23,Hyderabad,Data Intake,Night,107,21.49,5,0.0,94.96,35,Yes,4.673,High Error Rate
102435,2026-03-23,Hyderabad,Enrichment,Morning,175,63.9,7,8.1,98.06,65,Yes,4.0,High Error Rate
102645,2026-03-23,Hyderabad,Enrichment,Morning,258,36.76,6,18.9,90.06,65,Yes,2.326,High Error Rate
103666,2026-03-23,Hyderabad,Enrichment,Evening,108,71.78,4,0.0,99.32,65,No,3.704,High Error Rate
102040,2026-03-23,Hyderabad,Publishing,Evening,344,25.56,4,0.0,95.19,30,Yes,1.163,Normal
103747,2026-03-23,Hyderabad,Publishing,Morning,396,19.37,4,0.0,94.88,30,Yes,1.01,Normal
103817,2026-03-23,Hyderabad,Publishing,Evening,435,47.68,6,19.1,97.18,30,No,1.379,SLA Breach
100883,2026-03-23,Hyderabad,Quality Review,Morning,133,63.46,5,13.8,97.29,60,No,3.759,High Error Rate
101473,2026-03-23,Hyderabad,Quality Review,Morning,528,47.42,9,0.0,87.86,60,Yes,1.705,Low Quality Score
100031,2026-03-23,Hyderabad,Validation,Night,350,43.35,2,0.0,96.58,55,Yes,0.571,Normal
102382,2026-03-23,Hyderabad,Validation,Evening,466,82.81,2,0.0,91.2,55,No,0.429,SLA Breach
102578,2026-03-23,Hyderabad,Validation,Morning,100,58.66,8,18.2,94.4,55,No,8.0,High Error Rate
103500,2026-03-23,Hyderabad,Validation,Evening,200,74.81,4,20.8,94.22,55,No,2.0,SLA Breach
101890,2026-03-23,Pune,Data Intake,Night,190,23.02,4,1.8,95.94,35,Yes,2.105,High Error Rate
105664,2026-03-23,Pune,Enrichment,Morning,322,44.98,3,8.8,98.53,65,Yes,0.932,Normal
101319,2026-03-23,Pune,Publishing,Morning,425,17.29,5,0.6,89.65,30,Yes,1.176,Low Quality Score
101919,2026-03-23,Pune,Quality Review,Morning,300,82.93,4,16.3,94.11,60,No,1.333,SLA Breach
103080,2026-03-23,Pune,Validation,Night,639,63.68,6,20.5,93.57,55,No,0.939,SLA Breach
103981,2026-03-23,Pune,Validation,Morning,648,43.09,3,0.0,96.3,55,Yes,0.463,Normal
105310,2026-03-23,Pune,Validation,Morning,451,46.51,5,23.8,93.21,55,Yes,1.109,Normal
100792,2026-03-24,Bengaluru,Data Intake,Night,186,15.22,5,39.3,86.61,35,Yes,2.688,Low Quality Score
100871,2026-03-24,Bengaluru,Data Intake,Morning,234,21.1,4,7.3,98.6,35,Yes,1.709,Normal
105206,2026-03-24,Bengaluru,Data Intake,Night,399,56.22,3,17.4,91.65,35,No,0.752,SLA Breach
102180,2026-03-24,Bengaluru,Enrichment,Morning,537,148.02,3,16.9,96.41,65,No,0.559,SLA Breach
102845,2026-03-24,Bengaluru,Enrichment,Evening,142,70.6,4,2.6,86.35,65,No,2.817,Low Quality Score
104424,2026-03-24,Bengaluru,Enrichment,Night,428,111.09,5,6.3,92.21,65,No,1.168,SLA Breach
100506,2026-03-24,Bengaluru,Quality Review,Night,562,77.24,10,2.8,94.59,60,No,1.779,SLA Breach
100833,2026-03-24,Bengaluru,Quality Review,Night,154,38.92,5,0.0,87.42,60,Yes,3.247,Low Quality Score
100916,2026-03-24,Bengaluru,Validation,Morning,639,45.53,5,1.5,93.58,55,Yes,0.782,Normal
102391,2026-03-24,Bengaluru,Validation,Evening,117,25.85,2,16.1,94.98,55,Yes,1.709,Normal
102205,2026-03-24,Chennai,Data Intake,Morning,164,28.72,4,19.8,92.45,35,Yes,2.439,High Error Rate
104025,2026-03-24,Chennai,Data Intake,Night,561,35.18,5,13.7,99.26,35,No,0.891,SLA Breach
104050,2026-03-24,Chennai,Data Intake,Evening,336,37.08,5,14.3,88.79,35,No,1.488,Low Quality Score
104526,2026-03-24,Chennai,Data Intake,Evening,323,27.62,8,24.4,99.02,35,Yes,2.477,High Error Rate
101803,2026-03-24,Chennai,Enrichment,Morning,548,28.33,7,0.0,100.0,65,Yes,1.277,Normal
100537,2026-03-24,Chennai,Publishing,Evening,255,56.56,2,0.0,95.33,30,No,0.784,SLA Breach
102004,2026-03-24,Chennai,Publishing,Night,273,42.91,3,0.0,91.14,30,No,1.099,SLA Breach
102991,2026-03-24,Chennai,Publishing,Morning,631,36.97,2,9.2,92.04,30,No,0.317,SLA Breach
101555,2026-03-24,Chennai,Quality Review,Night,397,65.59,4,0.0,90.62,60,No,1.008,SLA Breach
105720,2026-03-24,Chennai,Validation,Morning,645,53.61,3,22.4,96.49,55,Yes,0.465,Normal
101458,2026-03-24,Hyderabad,Data Intake,Night,468,51.24,1,8.2,91.68,35,No,0.214,SLA Breach
101743,2026-03-24,Hyderabad,Data Intake,Night,145,26.29,3,0.0,92.57,35,Yes,2.069,High Error Rate
105579,2026-03-24,Hyderabad,Data Intake,Morning,134,37.14,6,15.1,92.16,35,No,4.478,High Error Rate
101368,2026-03-24,Hyderabad,Enrichment,Evening,566,42.25,7,0.0,93.5,65,Yes,1.237,Normal
101566,2026-03-24,Hyderabad,Enrichment,Evening,380,97.77,9,20.1,92.86,65,No,2.368,High Error Rate
105744,2026-03-24,Hyderabad,Enrichment,Morning,514,62.61,10,23.6,96.73,65,Yes,1.946,Normal
100798,2026-03-24,Hyderabad,Validation,Evening,579,33.59,2,6.5,94.76,55,Yes,0.345,Normal
102337,2026-03-24,Hyderabad,Validation,Night,219,26.94,7,19.6,87.68,55,Yes,3.196,Low Quality Score
103397,2026-03-24,Hyderabad,Validation,Evening,243,19.93,3,6.6,95.4,55,Yes,1.235,Normal
100205,2026-03-24,Pune,Data Intake,Morning,308,26.62,3,7.8,93.25,35,Yes,0.974,Normal
101853,2026-03-24,Pune,Enrichment,Morning,327,90.65,7,0.0,91.35,65,No,2.141,High Error Rate
102846,2026-03-24,Pune,Enrichment,Morning,191,40.56,3,0.0,95.46,65,Yes,1.571,Normal
103443,2026-03-24,Pune,Enrichment,Morning,432,54.51,6,18.4,100.0,65,Yes,1.389,Normal
103884,2026-03-24,Pune,Publishing,Evening,97,48.3,4,0.0,96.12,30,No,4.124,High Error Rate
105830,2026-03-24,Pune,Publishing,Night,209,25.01,4,0.0,91.97,30,Yes,1.914,Normal
100222,2026-03-24,Pune,Validation,Evening,128,52.47,4,0.4,93.06,55,Yes,3.125,High Error Rate
100231,2026-03-25,Bengaluru,Data Intake,Evening,190,22.27,2,0.0,91.05,35,Yes,1.053,Normal
101213,2026-03-25,Bengaluru,Data Intake,Morning,282,41.34,6,28.3,99.75,35,No,2.128,High Error Rate
105118,2026-03-25,Bengaluru,Data Intake,Morning,114,46.82,4,13.7,100.0,35,No,3.509,High Error Rate
100647,2026-03-25,Bengaluru,Enrichment,Evening,256,53.11,4,14.7,95.12,65,Yes,1.562,Normal
100905,2026-03-25,Bengaluru,Enrichment,Night,558,42.5,4,0.0,95.33,65,Yes,0.717,Normal
104742,2026-03-25,Bengaluru,Enrichment,Night,141,53.66,6,4.6,97.17,65,Yes,4.255,High Error Rate
105137,2026-03-25,Bengaluru,Enrichment,Morning,496,48.27,4,0.0,92.1,65,Yes,0.806,Normal
100612,2026-03-25,Bengaluru,Quality Review,Morning,198,59.44,4,7.5,87.49,60,Yes,2.02,Low Quality Score
100939,2026-03-25,Bengaluru,Quality Review,Evening,82,24.98,2,12.4,97.72,60,Yes,2.439,High Error Rate
102020,2026-03-25,Bengaluru,Quality Review,Morning,582,26.98,4,0.0,93.76,60,Yes,0.687,Normal
102582,2026-03-25,Bengaluru,Quality Review,Night,142,21.52,4,3.1,91.39,60,Yes,2.817,High Error Rate
104323,2026-03-25,Bengaluru,Quality Review,Evening,344,49.86,6,11.3,94.7,60,Yes,1.744,Normal
103016,2026-03-25,Chennai,Data Intake,Evening,541,43.2,3,14.2,97.43,35,No,0.555,SLA Breach
102507,2026-03-25,Chennai,Enrichment,Evening,604,19.59,5,12.9,92.78,65,Yes,0.828,Normal
100176,2026-03-25,Chennai,Publishing,Night,227,25.32,4,3.4,95.88,30,Yes,1.762,Normal
101520,2026-03-25,Chennai,Publishing,Evening,541,14.61,7,22.5,92.03,30,Yes,1.294,Normal
102465,2026-03-25,Chennai,Publishing,Evening,96,23.82,3,9.1,95.4,30,Yes,3.125,High Error Rate
102716,2026-03-25,Chennai,Publishing,Evening,272,41.06,8,0.0,99.11,30,No,2.941,High Error Rate
100335,2026-03-25,Chennai,Quality Review,Morning,172,40.24,3,0.0,97.22,60,Yes,1.744,Normal
102730,2026-03-25,Chennai,Validation,Evening,473,53.53,9,23.4,99.36,55,Yes,1.903,Normal
105022,2026-03-25,Chennai,Validation,Night,581,53.97,3,0.0,99.92,55,Yes,0.516,Normal
103132,2026-03-25,Hyderabad,Data Intake,Morning,109,29.08,3,7.3,94.24,35,Yes,2.752,High Error Rate
105213,2026-03-25,Hyderabad,Data Intake,Morning,181,20.87,5,7.0,93.91,35,Yes,2.762,High Error Rate
100114,2026-03-25,Hyderabad,Enrichment,Night,569,43.7,7,27.9,96.93,65,Yes,1.23,Normal
103954,2026-03-25,Hyderabad,Enrichment,Morning,204,35.29,6,0.0,90.07,65,Yes,2.941,High Error Rate
105666,2026-03-25,Hyderabad,Enrichment,Night,217,84.31,6,16.1,93.55,65,No,2.765,High Error Rate
105713,2026-03-25,Hyderabad,Publishing,Evening,491,23.12,5,18.1,96.74,30,Yes,1.018,Normal
100485,2026-03-25,Hyderabad,Quality Review,Morning,104,35.36,1,28.6,93.44,60,Yes,0.962,Normal
103631,2026-03-25,Hyderabad,Validation,Morning,192,53.5,3,0.0,95.08,55,Yes,1.562,Normal
104167,2026-03-25,Hyderabad,Validation,Night,215,34.98,5,11.3,100.0,55,Yes,2.326,High Error Rate
105472,2026-03-25,Pune,Data Intake,Night,474,27.11,2,0.0,94.01,35,Yes,0.422,Normal
100073,2026-03-25,Pune,Quality Review,Morning,402,40.0,10,0.0,88.93,60,Yes,2.488,Low Quality Score
103292,2026-03-25,Pune,Quality Review,Morning,646,42.82,5,17.8,91.14,60,Yes,0.774,Normal
105585,2026-03-25,Pune,Quality Review,Evening,382,19.79,3,0.4,97.85,60,Yes,0.785,Normal
102189,2026-03-25,Pune,Validation,Morning,647,56.18,9,0.0,98.76,55,No,1.391,SLA Breach
102274,2026-03-25,Pune,Validation,Evening,636,28.5,4,0.0,94.57,55,Yes,0.629,Normal
104179,2026-03-25,Pune,Validation,Evening,155,29.53,6,32.8,97.61,55,Yes,3.871,High Error Rate
100474,2026-03-26,Bengaluru,Data Intake,Night,290,36.9,4,38.2,94.63,35,No,1.379,SLA Breach
102077,2026-03-26,Bengaluru,Data Intake,Morning,346,26.39,5,0.0,93.05,35,Yes,1.445,Normal
102527,2026-03-26,Bengaluru,Data Intake,Night,342,23.12,3,14.2,97.62,35,Yes,0.877,Normal
105412,2026-03-26,Bengaluru,Data Intake,Morning,526,17.11,2,0.0,100.0,35,Yes,0.38,Normal
101697,2026-03-26,Bengaluru,Enrichment,Morning,400,68.61,4,0.0,95.34,65,No,1.0,SLA Breach
101768,2026-03-26,Bengaluru,Enrichment,Evening,551,41.3,7,0.0,85.63,65,Yes,1.27,Low Quality Score
102644,2026-03-26,Bengaluru,Enrichment,Night,234,34.91,2,1.2,93.66,65,Yes,0.855,Normal
100277,2026-03-26,Bengaluru,Publishing,Morning,424,14.54,4,9.2,95.3,30,Yes,0.943,Normal
104180,2026-03-26,Bengaluru,Publishing,Morning,213,50.73,3,24.9,94.85,30,No,1.408,SLA Breach
105907,2026-03-26,Bengaluru,Quality Review,Night,179,28.0,5,5.2,89.82,60,Yes,2.793,Low Quality Score
100070,2026-03-26,Bengaluru,Validation,Evening,450,45.18,7,0.0,100.0,55,Yes,1.556,Normal
103286,2026-03-26,Bengaluru,Validation,Evening,335,49.59,8,7.8,92.38,55,Yes,2.388,High Error Rate
104481,2026-03-26,Bengaluru,Validation,Night,191,67.86,2,10.9,99.62,55,No,1.047,SLA Breach
105769,2026-03-26,Bengaluru,Validation,Morning,436,99.81,4,20.8,91.27,55,No,0.917,SLA Breach
101075,2026-03-26,Chennai,Data Intake,Evening,178,29.86,4,14.0,93.75,35,Yes,2.247,High Error Rate
102409,2026-03-26,Chennai,Enrichment,Night,526,39.27,2,0.0,97.08,65,Yes,0.38,Normal
104867,2026-03-26,Chennai,Enrichment,Night,215,58.53,9,4.7,90.96,65,Yes,4.186,High Error Rate
105654,2026-03-26,Chennai,Enrichment,Evening,439,51.04,8,13.0,92.6,65,Yes,1.822,Normal
103139,2026-03-26,Chennai,Publishing,Evening,134,27.1,5,26.4,94.5,30,Yes,3.731,High Error Rate
105942,2026-03-26,Chennai,Publishing,Evening,612,35.38,8,15.0,94.58,30,No,1.307,SLA Breach
101248,2026-03-26,Chennai,Validation,Morning,612,55.67,13,15.2,90.07,55,No,2.124,High Error Rate
101802,2026-03-26,Chennai,Validation,Evening,152,90.7,5,9.0,93.04,55,No,3.289,High Error Rate
102976,2026-03-26,Chennai,Validation,Night,416,44.22,5,6.7,91.55,55,Yes,1.202,Normal
103560,2026-03-26,Chennai,Validation,Evening,464,25.99,7,0.0,98.56,55,Yes,1.509,Normal
104485,2026-03-26,Chennai,Validation,Morning,289,44.62,1,0.0,90.89,55,Yes,0.346,Normal
102354,2026-03-26,Hyderabad,Data Intake,Morning,538,47.76,6,3.4,99.04,35,No,1.115,SLA Breach
104807,2026-03-26,Hyderabad,Data Intake,Morning,468,65.41,8,0.0,93.2,35,No,1.709,SLA Breach
100710,2026-03-26,Hyderabad,Enrichment,Morning,101,56.25,7,16.1,89.44,65,Yes,6.931,Low Quality Score
103090,2026-03-26,Hyderabad,Enrichment,Morning,247,86.42,6,6.9,98.84,65,No,2.429,High Error Rate
105340,2026-03-26,Hyderabad,Enrichment,Morning,251,103.87,8,2.5,92.23,65,No,3.187,High Error Rate
105274,2026-03-26,Hyderabad,Publishing,Morning,235,15.85,4,9.3,93.24,30,Yes,1.702,Normal
100054,2026-03-26,Hyderabad,Quality Review,Evening,507,36.97,5,23.7,92.85,60,Yes,0.986,Normal
100367,2026-03-26,Hyderabad,Quality Review,Night,461,33.91,5,0.9,94.82,60,Yes,1.085,Normal
101102,2026-03-26,Hyderabad,Quality Review,Evening,144,44.12,3,12.7,98.41,60,Yes,2.083,High Error Rate
104343,2026-03-26,Pune,Data Intake,Morning,517,24.17,3,26.6,95.24,35,Yes,0.58,Normal
101499,2026-03-26,Pune,Quality Review,Night,249,46.3,5,10.9,89.28,60,Yes,2.008,Low Quality Score
101954,2026-03-26,Pune,Quality Review,Night,175,40.56,6,0.4,95.92,60,Yes,3.429,High Error Rate
103662,2026-03-26,Pune,Validation,Morning,530,73.53,7,0.0,91.18,55,No,1.321,SLA Breach
101968,2026-03-26,Unknown,Publishing,Morning,531,19.34,3,13.5,93.42,30,Yes,0.565,Normal
100290,2026-03-27,Bengaluru,Data Intake,Morning,536,29.97,3,0.0,91.1,35,Yes,0.56,Normal
101431,2026-03-27,Bengaluru,Data Intake,Evening,374,26.16,4,11.7,91.4,35,Yes,1.07,Normal
102395,2026-03-27,Bengaluru,Publishing,Evening,266,30.28,1,20.4,92.22,30,No,0.376,SLA Breach
102913,2026-03-27,Bengaluru,Publishing,Morning,102,28.82,2,5.9,97.56,30,Yes,1.961,Normal
103874,2026-03-27,Bengaluru,Quality Review,Evening,275,81.3,4,0.0,93.57,60,No,1.455,SLA Breach
100124,2026-03-27,Bengaluru,Validation,Night,336,79.55,5,0.0,93.04,55,No,1.488,SLA Breach
103938,2026-03-27,Bengaluru,Validation,Night,90,55.88,6,2.8,89.62,55,No,6.667,Low Quality Score
101789,2026-03-27,Chennai,Data Intake,Evening,458,44.41,3,8.3,90.71,35,No,0.655,SLA Breach
102454,2026-03-27,Chennai,Data Intake,Morning,180,39.36,8,0.0,94.85,35,No,4.444,High Error Rate
104707,2026-03-27,Chennai,Data Intake,Evening,165,34.87,9,0.0,94.95,35,Yes,5.455,High Error Rate
105354,2026-03-27,Chennai,Data Intake,Morning,474,22.21,2,14.4,92.62,35,Yes,0.422,Normal
105992,2026-03-27,Chennai,Data Intake,Night,162,23.09,12,7.5,94.59,35,Yes,7.407,High Error Rate
101712,2026-03-27,Chennai,Enrichment,Evening,553,56.88,9,25.6,90.58,65,Yes,1.627,Normal
103410,2026-03-27,Chennai,Enrichment,Evening,502,95.51,5,1.7,95.97,65,No,0.996,SLA Breach
102459,2026-03-27,Chennai,Publishing,Evening,284,35.81,3,0.0,91.86,30,No,1.056,SLA Breach
104417,2026-03-27,Chennai,Publishing,Evening,174,34.52,3,0.0,100.0,30,No,1.724,SLA Breach
105348,2026-03-27,Chennai,Publishing,Night,633,18.14,9,0.2,95.33,30,Yes,1.422,Normal
100109,2026-03-27,Chennai,Quality Review,Evening,306,49.45,5,0.0,93.23,60,Yes,1.634,Normal
102463,2026-03-27,Chennai,Quality Review,Night,221,59.63,8,5.6,90.72,60,Yes,3.62,High Error Rate
103636,2026-03-27,Chennai,Quality Review,Night,349,88.87,6,0.0,95.74,60,No,1.719,SLA Breach
105491,2026-03-27,Chennai,Quality Review,Morning,224,63.76,4,22.3,91.87,60,No,1.786,SLA Breach
100974,2026-03-27,Chennai,Validation,Evening,490,23.2,5,3.0,94.8,55,Yes,1.02,Normal
103451,2026-03-27,Chennai,Validation,Morning,399,140.48,1,0.0,92.54,55,No,0.251,SLA Breach
